keyeng,keybn,corbang,blank
kushumaloe,কুসুমলে,,
doinik,দৈনিক,,
saiyum,সাইয়ুম,,
nirbachon,নির্বাচন,,
vat,ভ্যাট,,
rexin,রেক্সিন,,
ywca,ওয়ায়ডব্লিউসিএ  ,,
paltangoli,পলটনগলি,,
gore,গড়ে,,
nourish,নৌরিশ,,
jybe,যায়বে,,
apnan,আফনান,afnan,
bitur,বিটুর,,
hakikat,হাকিকত,,
gaussian,গাউসিয়ান,,
bolaka,বলাকা,,
islahul,ইসলাহুল,,
signorina,সাইনওরইনা,,
takbir,তাকবীর,,
jamiyatul,জামিয়াতুল,,
sandriana,সান্দ্রিয়ানা,,
apnar,আপনার,,
diamntina,ডায়ামনটীনা,diamntina,
adhunik,আধুনিক,,
monihar,মণিহার,,
samsher,সমসের,shomsher,
swadesh,স্বদেশ,,
matily,মেটিলি          ,,
ornella,অর্নেল্লা,,
daffodil,ড্যাফোডিল,,
kusume,কুসুমে,,
mormi,মরমী,,
sajeta,সাজেটা,,
record,রেকর্ড,,
mohalla,মহল্লা,,
khidma,খিদমা,,
cake,কেক,,
nannu,নান্নু,,
ratul,রাতুল,,
thyro,থায়রো,,
orjon,অর্জন,,
alfalah,আলফালাহ,,
unmun,উন্মুন,,
narelel,নারেলেল,,
sahubudin,সাহাবুদিন,,
bashabari,বাসাবাড়ি,,
nanjing,নানজিং,,
subah,সুবাহ,,
kusturi,কুস্তুরি,,
charunir,চারুনীর,,
ninebha,নাইনভা,,
hasney,হাসনে,,
continental,কন্টিনেন্টাল,,
mamabari,মামাবাড়ি,,
mutual,মিউচুয়াল,,
valobasa,ভালোবাসা,bhalobasha,
riat,রিয়াদ,riyad,
counselling,কাউন্সেলিং,,
monzil,মনজিল,,
riaz,রিয়াজ,,
orona,অরনা,,
hns,এইচএনএস,,
naosher,নওশের,nousher,
sico,সিকো,,
book,বুক,,
riad,রিয়াদ,,
hafeez,হাফিজ,,
branch,ব্রাঞ্চ,,
surma,সুরমা,,
coffees,কফিস,,
shally,সাল্লি,,
riaj,রিয়াজ,,
gesun,গেসেন,gesen,
zill,জিল,,
rian,রিয়ান,,
ekramul,একরামুল,,
wheeler,হুইলার,,
kinds,কাইন্ডস  ,,
dirupa,দিরুপা,,
pump,পাম্প  ,,
kanok,কনক,konok,
jmi,জেএমআই,,
rodoshi,রোদোশী,,
dhoa,ধোয়া,,
springheaven,স্প্রিংহ্যাভেন,,
gor,গড়  ,,
shere,সেরে,,
margaret,মার্গারেট,,
prokousholi,প্রকৌশলী,,
redoan,রেদোয়ান,,
shera,সেরা,,
manabjomin,মানবজমিন,,
gucyea,গুচ্যেয়া,,
rhythom,রিদম,,
sobuz,সবুজ,,
junu,জুনু,,
pod,পদ,,
fayez,ফয়েজ,,
floret,ফ্লোরেট,,
shoaib,শোয়াইব,,
nilachol,নীলাচল,,
marjina,মর্জিনা,,
afrojaloy,আফ্রোজালোয়,,
joutho,যৌথ,,
jewel,জুয়েল,,
shopnochura,স্বপ্নচূড়া,,
misharof,মিশারফ,,
sorno,স্বর্ণ,,
jashod,জাসদ,,
gulshefa,গুলসেফা,,
khairunnesa,খায়রুন্নেসা,,
bcs,বিসিএস ,,
kabto,কাব্য,kabbo,
sopping,শপিং    ,shopping,
sorna,স্বর্ণা,,
mohini,মোহিনী,,
saburan,সাবুরান,,
charumela,চারুমেলা,,
allama,আল্লামা,,
childern,চিলড্রেন,children,
mohina,মহিনা,,
jahabox,জাহাবক্স,,
galactica,গ্যালাক্টিকা,,
yellow,ইয়েলো,,
tatani,টাটানি,,
four,ফোর,,
akanto,আকন্ত,,
jihad,জিহাদ,,
ejb,ইজেবি,,
ornate,অরনেট,,
madhumitha,মধুমিতা,Modhumita,
jihan,জিহান,,
saiba,সাইবা,,
rafeza,রাফেজা,,
nilava,নীলাভা,,
songsod,সংসদ,,
masfiqul,মাসফিকুল,,
haqq,হক,Huq,
novilunio,নভিলুনিও,,
ramna,রমনা,,
nivriti,নিভৃতি,,
electricity,ইলেকট্রিসিটি,,
aminabad,আমিনাবাদ,,
shpnopuron,স্বপ্নপূরণ,Shopnopuron,
pakritk,প্রাকৃতিক,Prakritik,
shuru,শুরু,,
ajl,এজেেএল,,
fundation,ফাউন্ডেশন,Foundation,
topobon,তপোবন,,
hermann,হেরমান,,
jamiaa,জামিআ,,
antobash,অন্তঃবাস,,
areqdia,আরেকদিয়া,,
meadows,মিডোস,,
britania,ব্রিটানিয়া,,
casselia,ক্যাসেলিয়া,,
fariz,ফারিজ,,
quamroon,কামরুন,Kamroon,
buddhaganj,বুদ্ধগঞ্জ,,
regional,রিজিওনাল,,
learned,লার্নড,,
facefood,ফেইসফুড,,
non,নন,,
etua,এতুয়া,,
wimax,উইম্যাক্স,,
delu,দেলু,,
zahanara,জাহানারা,,
rapuli,রুপালি,Rupali,
tayyaba,তৈয়বা,,
unify,ইউনিফাই,,
avondale,আভনড্যাল,,
curtains,কার্টেন্স,,
dasura,দাসুরা,,
suhe,সুহে,,
monteshosri,মন্তেশশ্রী,,
akash,আকাশ,,
broiler,ব্রয়লার,,
chouduri,চৌধুরী,Chowdhury,
wooden,উডেন,,
qausem,কাসেম,,
milis,মিলিস,,
samudro,সমুদ্র,Shomudro,
aktarujjaman,আক্তারুজ্জামান,,
amwar,আনোয়ার,Anwar,
zarna,জার্না,Jharna,
persisted,পারসিস্টেড,,
woods,উডস,,
gorur,গরুর,,
vehical,ভেহিক্যাল,,
prakritik,প্রাকৃতিক,,
choudury,চৌধুরী,Chowdhury,
shondani,সন্ধানী,Shondhani,
taieba,তাইয়েবা,Tayeba,
nishorgo,নিসর্গ,,
saudagor,সওদাগর,,
subro,সুব্র,,
dargah,দরগাহ,,
bakorkhani,বাকরখানি,,
irises,আইরিশেস,,
nittokini,নিত্তকিনি,,
nilgaon,নীলগাঁও,,
koddus,কুদ্দুস,kuddus,
miller,মিলার,,
udiata,উদিয়াতা,,
pulse,পালস,,
fateha,ফাতেহা,,
shinsel,সিনসেল,,
elegant,এলিগেন্ট,,
second,সেকেন্ড,,
setara,সেতারা,,
mayesha,মায়েশা,,
khuki,খুকি,,
marjahan,মারজাহান,,
suzana,সুজানা,,
salaunddin,সালাউনদ্দিন,Salauddin,
pritosh,পরিতোষ,Poritosh,
lukman,লুকমান,,
naidu,নাইডু,,
adosho,আদর্শ,Adorsho,
mushomi,মুসমি,,
sancita,সঞ্চিতা,Shanchita,
dacca,ডাক্কা,,
najimoddin,নাজিমুদ্দিন,Najimuddin,
bojlur,বজলুর,,
shuvas,সুভাষ,Shubhash,
esatern,ইস্টার্ন,Eastern,
fossil,ফসিল,,
skyview,স্কাইভিউ,,
moga,মগা,,
nomani,নোমানী,,
niyom,নিয়ম,,
chinu,চিনু,,
specialist,স্পেশালিস্ট,,
jems,জেমস,,
hero,হিরো,,
mothid,মথিদ,,
reporter,রিপোর্টার,,
matrikuthi,মাতৃকুঠি,,
jemy,জেমি,,
hera,হেরা,,
jasmine,জেসমিন,,
fabricsfabrics,ফ্যাব্রিক্সফ্যাব্রিক্স,,
uniqueom,উনিকওম,,
overseas,ওভারসিস,,
china,চীন,,
shantibagh,শান্তিবাগ,,
rahela,রাহেলা,,
excelsior,এক্সসেলসিওর,,
manjurul,মঞ্জুরুল,,
athai,অথৈ,,
roushan,রৌশান,,
kids,কিডস,,
mechanic,মেকানিক,,
momin,মোমিন,,
towkir,তৌকির,,
momota,মমতা,,
barak,বারাক,,
reports,রিপোর্টস,,
kida,কিডা,,
mayeer,মায়ের,Mayer,
cari,ক্যারি,Carry,
karim,করিম,,
subessha,শুভেচ্ছা,Shubheccha,
karia,কারিয়া,,
harirampur,হরিরামপুর,,
mostfa,মোস্তফা,Mostofa,
nuruddin,নুরুদ্দিন,,
diplomat,ডিপ্লোম্যাট,,
golden,গোল্ডেন,,
cobblers,কবলার্স ,,
jatiyo,জাতীয়,,
kearl,কার্ল,,
boishakhi,বৈশাখী,,
geography,জিওগ্রাফি,,
shariful,শরিফুল,,
nayna,যায়না,,
sneho,স্নেহ,,
joynuddin,জয়নুদ্দিন,,
mojaddediya,মোজাদ্দেদিয়া,,
uniq,উনিক,Unique,
sneha,স্নেহা,,
unit,ইউনিট,,
mofazzol,মোফাজ্জল,,
shidheshwari,সিদ্ধেশ্বরী,Shiddeshwari,
doretta,ডোরেটটা,,
marbel,মার্বেল,,
moiur,ময়ূর,Moyur,
anglus,এংলো,Anglo,
favia,ফাবিয়া,Fabia,
lisan,লিসান,,
saidul,সাইদুল,,
sahnaj,শাহনাজ,Shahnaj,
siddik,সিদ্দিক,,
filomina,ফিলোমিনা,,
khwaja,খাজা,,
symphony,মিল,,
siddiq,সিদ্দিক,,
dnp,ডিএনপি,,
passport,পাসপোর্ট,,
pragatai,প্রগতি,Pragati,
rosher,রোষের,,
shemrock,সেমরোক,,
sahnaz,শাহনাজ,Shahnaj,
boborupa,ববরূপা,,
rahila,রাহিলা,,
motiur,মতিউর,,
saifi,সাইফি,,
bangkadesh,বাংলাদেশ,Bangladesh,
holy,হলি,,
relax,রিলাক্স,,
basatbari,বসতবাড়ি,,
binding,বাইন্ডিং,,
mortada,মুরতাদা,murtada,
fresia,ফ্রেসিয়া,,
glass,গ্লাস,,
jmh,জেএমএইচ,,
saify,সাইফী,,
sital,শীতল,Sheetal,
holi,হলি,,
jagannath,জগন্নাথ,,
tipuu,টিপু,Tipu,
adnan,আদনান,,
jibenda,জিবেন্দা,,
hola,হলা,,
adventist,এডভেনটিস্ট,,
puspoo,পুষ্প,Pushpo,
shotorupa,শতরূপা,,
ostavia,অস্টেভিয়া,,
maxtax,মাক্সটাক্স,,
ornet,অর্নেট,Ornate,
pilkhana,পিলখানা,,
gpad,জিপ্যাড,,
manwar,মান্যবর,Manyavar,
khurhir,খুরহির,,
locker,লকার,,
lubna,লুবনা,,
telejogajog,টেলিযোগাযোগ,,
ononto,অনন্ত,,
chakma,চাকমা,,
biddyaloy,বিদ্যালয়,,
silpaloy,শিল্পালয়,,
ujara,উজার,Ujar,
nachir,নাছির,Nasir,
baganbari,বাগানবাড়ি,,
pintu,পিন্টু,,
president,প্রেসিডেন্ট,,
meredul,মৃদুল,mridul,
eshradu,ইশ্রাদু,,
nonta,নোনতা,,
household,হাউসহোল্ড,,
guccho,গুচ্ছ,,
sheela,শীলা,,
monchere,মনছেড়ে,,
counseling,কাউন্সেলিং,,
minto,মিন্টো,,
fuler,ফুলের,,
epique,এপিক,Epic,
shameem,শামীম,,
shikh,শিখ,,
cielo,সিএলো,,
bimol,বিমল,,
nosor,নসর,,
duniya,দুনিয়া,,
sharanio,সারানিও,,
bazlul,বজলুল,,
travel,ট্রাভেল,,
shika,শিকা,,
ajibor,আজিবর,,
electonic,ইলেক্টনিক,Electronic,
machine,মেশিন,,
hot,হট,,
rushna,রুশনা,,
julhas,জুলহাস,,
bazlur,বজলুর,,
hoq,হক,,
mustofa,মুস্তফা,,
koushiq,কৌশিক,,
winsock,উইনসক,,
bulders,বিল্ডারস,Builders,
johora,জোহরা,,
mokdad,মোকদাদ,,
gaming,গেমিং,,
beauty,বিউটি,,
cuisine,কাইসিন,,
khayar,খায়ের,Khair,
prodip,প্রদীপ,,
snehasis,স্নেহাশিস,Snehashish,
saroj,সরোজ,,
bailyroad,বেইলীরোড,,
dell,ডেল,,
antoea,আন্তোয়া,Antoa,
gamins,গ্যামিংস,gamings,
sohan,সোহান,,
shadat,সাদাত,Sadat,
labas,লেবাস,Lebas,
ankord,আনকোর্ড,,
sohad,সোহাদ,,
onubikkhon,অণুবীক্ষণ,,
sohag,সোহাগ,,
aniveu,অনিভূ,,
liabrary,লাইব্রেরি,library,
shipra,শিপ্রা,,
wins,উইন্স,,
mohor,মোহর,,
bisshashi,বিশ্বাসী,,
cheri,চেরি,Cherry,
headquarters,হেডকোয়ার্টার্স,,
gaji,গাজি,Gazi,
memento,মেমেন্টো,,
tulip,টিউলিপ,,
mohol,মহল,,
rijvi,রিজভী,,
mohon,মোহন,,
fuchka,ফুচকা,,
rijve,রিজভি,,
infinty,ইনফিনিটি,Infinity,
democratic,ডেমোক্রেটিক,,
wind,উইন্ড,,
jhalokathi,ঝালকাঠি,,
mahedi,মেহেদী,Mehedi,
lakhi,লাখি,,
dayna,ডায়না,Diana,
moajjam,মোয়াজ্জাম,,
chompa,চম্পা,,
telecom,টেলিকম,,
mehbuba,মেহবুবা,,
telecon,টেলিকন,,
diagonstic,ডায়াগনস্টিক,diagnostic,
mansee,মানসী,Manshee,
masrob,মাসরোবঁ,,
tarikul,তারিকুল,,
sajol,সজল,Shojol,
madhabi,মেধাবী,Medhabi,
hossin,হোসেইন,hossain,
shoononangon,শুনোনাঙ্গন,,
agragoti,অগ্রগতি,,
kuet,কুয়েত,,
arifa,আরিফা,,
shovan,শোভন,Shovon,
jomela,জমেলা,,
furia,ফুরিয়া,,
lizon,লিজন,,
shatkahon,সাতকাহন,,
fit,ফিট,,
kopotakho,কপোতাক্ষ,,
lifeline,লাইফলাইন,,
iegan,ইগন,,
bomdhon,বন্ধন,bondhon,
porash,পরশ,Porosh,
sofist,সোফিস্ট,,
shopnobag,স্বপ্নবাগ,Shopnobagh,
bulding,বিল্ডিং,building,
natasha,নাতাশা,,
munna,মুন্না,,
shaoni,সয়নি,,
shaheenbagh,শাহীনবাগ,,
pearson,পিয়ারসন,,
shombar,সম্বার,,
osthayi,অস্থায়ী,,
munni,মুন্নি,,
shoishob,শৈশব,,
nilakash,নীলাকাশ,,
bahumukhi,বহুমুখী,Bohumukhi,
ankon,অঙ্কন,,
educo,এডুকো,,
eicra,এইক্রা,,
chapti,চাপটি,,
bkash,বিকাশ,,
ochie,অচি,,
urmi,উর্মি,,
jibonaloy,জীবনালোয়,,
sayad,সায়াদ,,
schools,স্কুলস,,
ruchita,রুচিটা,,
idid,আইডিড,,
silver,সিলভার,,
scholar,স্কলার,,
vabon,ভবন,Bhaban,
ushia,উশিয়া,,
nowakhali,নোয়াখালী,Noakhali,
acme,একমি,,
rohamina,রোহামিনা,,
suheti,সুহেটি,,
jomir,জমির,,
welth,ওয়েলথ,Wealth,
zarina,জারিনা,,
jomin,জমিন,,
mehetunnesa,মেহেতুন্নেসা,,
mokshed,মোকসেদ,,
shafiqur,শফিকুর,,
surolhori,সুরলহরী,,
chondri,চন্দ্রি,,
tisma,তিশমা,Tishma,
annondo,আন্নন্দ,,
financial,ফিনান্সিয়াল,,
concord,কনকর্ড,,
busmillha,বিসমিল্লাহ,bismillah,
series,সিরিজ,,
allah,আল্লাহ,,
toufique,তৌফিক,,
madhumati,মধুমতি,Modhumoti,
broalar,ব্রয়লার,Broiler,
borno,বর্ণ,,
laboratory,ল্যাবরেটরি,,
borna,বর্না,,
aporna,অপর্ণা,,
jeorge,জর্জ,George,
tashad,তাশাদ,,
shikazu,শিকাজু,,
noxe,নক্স,Nox,
diction,ডিকশন,,
sofiqul,সফিকুল,,
ratatuille,রাতটুইল্লে,Ratatouille,
jor,জোর,,
anzuman,আনজুমান,,
pulpar,পুলপাড়,,
mayan,মায়ান,,
manzurul,মনজুরুল,,
dss,ডিএসএস,,
cinex,সিনেক্স,,
pokashon,প্রকাশন,,
hamdard,হামদর্দ,,
sanrin,স্যাংরিন,Sangrin,
dsk,ডিএসকে,,
dsi,ডিএসআই,,
sofiqur,শফিকুর,,
taohid,তাওহীদ,Tauhid,
smc,এসএমসি,,
smb,এসএমবি,,
sma,এসএমএ ,,
dsa,ডিএসএ,,
rozas,রোজাস,,
foundation,ফাউন্ডেশন,,
abbott,আব্বত,,
raosion,রাওসিয়ন,,
dialysis,ডায়ালিসিস,,
ajmayeen,আজমায়ীন,,
epithet,এপিথেট,,
foyjur,ফয়জুর,,
nmn,এনএমএন,,
ekattor,একাত্তর,,
koishori,কৈশোরী,,
motijheel,মতিঝিল,,
shukur,শুকুর,,
topkhana,তোপখানা,,
akota,একতা,,
khamarbari,খামারবাড়ি,,
proshanto,প্রশান্ত,,
knit,নিট,,
loknath,লোকনাথ,,
bostraloy,বস্ত্রালয়,,
cottege,কটেজ,cottage,
saha,সাহা,,
ata,এটিএ ,,
atn,এটিএন,,
atm,এটিএম,,
atj,এটিজে,,
graces,গ্রাসেস,,
silicon,সিলিকোন,,
rahima,রহিমা,,
atu,এটিইউ,,
shapnill,স্বপ্নিল,shopnil,
baten,বাতেন,,
ohidujjaman,ওহিদুজ্জামান,,
hurdco,হার্ডকো,,
safrina,সাফরিনা,,
moushumi,মৌসুমী,,
angelic,এঞ্জেলিক,,
kaliganj,কালীগঞ্জ,,
jannati,জান্নাতি,,
hanan,হান্নান,hannan,
deloar,দেলোয়ার,Delowar,
jannate,জান্নাতি,Jannati,
partener,পার্টনার,partner,
nobir,নবীর,,
nuhin,নুহিন,,
bhorta,ভর্তা,,
wasi,ওয়াসি,,
wash,ওয়াশ,,
kfc,কেএফসি,,
jubaidas,জুবাইদাস,,
wasa,ওয়াসা,,
chanmia,চানমিয়া,,
niger,নিগার,nigar,
zubair,জুবাইর,,
rongdunu,রংধনু,rangdhanu,
bojon,বজন,,
fokir,ফকির,,
nurul,নুরুল,,
roni,রনি,,
nurun,নুরুন,,
rono,রনো,,
service,সার্ভিস,,
tukitaki,টুকিটাকি,,
rona,রনা,,
rahber,রাহবার,,
rong,রং,,
cooling,কুলিং,,
nishibash,নিশিবাস,,
milles,মিলস,Mills,
rony,রনি,,
master,মাস্টার,,
blossoms,ব্লোসমস,,
worlds,ওয়ার্ল্ডস,,
jayef,জয়ীফ,,
jayed,জায়েদ,,
euro,ইউরো,,
genesis,জেনেসিস,,
toishi,তৈষী,,
monjori,মঞ্জরী,,
danish,ডেনিশ,,
priyobaash,প্রিয়বাস,,
geneva,জেনেভা,,
hormujar,হরমুযার,,
pailot,পাইলট,Pilot,
alipur,আলিপুর,,
banilodge,বানিলজ,,
mhm,মহাম,Moham,
tikkapara,টিক্কাপাড়া,,
nirvana,নির্বাণ,Nirban,
technique,টেকনিক,,
ampi,এমপি,MP,
pailok,পাইলোক,,
samara,সামারা,,
rayel,রয়েল,Royal,
tasmim,তাসমিম,Tasmim,
absolon,অবসলোন,,
soforzan,সফরজান,,
ahmed,আহমেদ,,
evdl,এবদল,,
showed,সবেদ,,
saeed,সাঈদ,,
shwokot,শওকত,Shawkat,
basha,বাসা,,
galanz,গ্যালান্জ,,
tree,ট্রি,,
olipara,অলিপাড়া,,
saeem,সাঈম,Sayem,
nations,নেশনস,,
project,প্রকল্প,,
showes,শোউজ,Shows,
idlc,আইডিএলসি,,
sheen,সীন,,
bijoli,বিজলি,bijli,
seminary,সেমিনারী,,
muyeem,মুয়ীম,,
shumom,সুমন,sumon,
shumon,সুমন,,
mahie,মাহি,mahi,
chaka,চাকা,,
bahimur,বহিমুর,,
jogesh,যোগেশ,,
runner,রানার,,
knb,কেএনবি,,
beribadh,বেড়িবাঁধ,,
udyog,উদ্যোগ,,
spectrum,স্পেকট্রাম,,
bogan,বোগান,,
rakib,রাকিব,,
tmss,টিএমএসএস,,
khono,খন,,
alive,এলাইভ,,
wiereless,ওয়ারলেস,,
affairs,অ্যাফেয়ার্স,,
bijoynagar,বিজয়নগর,,
hubdhaka,হাবঢাকা,,
ocenia,ওশেনিয়া,,
amarnath,অমরনাথ,,
bujlur,বজলুর,,
mohakhali,মহাখালী,,
kaya,কায়া,,
metallic,মেটালিক,,
bulbuly,বুলবুলি,,
sangbadik,সাংবাদিক,,
pubail,পুবাইল,,
doors,ডোরস,,
bodhua,বঁধুয়া,,
wahidujjaman,ওয়াহিদুজ্জামান,,
brikko,বৃক্ক,,
sweetssweets,সুইটসসুইটস,,
akshor,অক্ষর,,
safiat,সাফায়াত,,
takiya,তাকিয়া,,
pamaipur,পামাইপুর,,
agrapathic,অগ্রপথিক,agropathik,
jbo,জেবিও,,
begume,বেগম,begum,
mastofa,মোস্তফা,mostofa,
prangone,প্রাঙ্গনে,,
dois,ডিওআইএস,,
mumtahana,মুমতাহানা,,
sanower,সানোয়ার,sanowar,
visionvision,ভিশনভিশন,,
hut,হাট,,
singer,সিঙ্গার,,
jobed,জোবেদ,,
grovi,গ্রাভি,,
maji,মাজি,,
grove,গ্রোভ,,
ohon,অহন,,
professor,প্রফেসর,,
camp,ক্যাম্প,,
lps,এলপিএস,,
rotary,রোটারি,,
shiekh,শেখ,sheikh,
cami,ক্যামি,,
tech,টেক,,
cottola,চট্টলা,,
lpg,এলপিজি,,
ahlan,আহ্লান,,
ahlam,আহলাম,,
rekshad,রেক্সাড,,
majestic,মাজেস্টিক,,
marvel,মার্ভেল,,
freak,ফ্রিক,,
khirul,খায়রুল,khairul,
sopnotori,স্বপ্নতরী,,
lohagora,লোহাগড়া,,
prim,প্রিম,,
rupayon,রূপায়ণ,,
astha,আস্থা,,
shornolata,স্বর্ণলতা,,
whirpool,হোয়াইরপুল,,
teresa,তেরেসা,,
lokhannat,লোকনাথ,loknath,
bhuyan,ভুঁইয়া,,
prif,প্রিফ,,
majibar,মজিবর,,
shafinur,শাফিনুর,,
arrow,অ্যারো,,
die,ডাই,,
kasham,কাশেম,kashem,
mosharof,মোশাররফ,,
badas,বাদাস,,
sislam,এসআইইসলাম,,
busy,বিজি,,
simu,শিমু,,
menz,মেনজ,,
mottos,মোটোস,,
nannat,নান্নাত,,
rajans,রাজন্স,,
bellflower,বেলফলোয়ার,,
mens,মেন্স,,
rajani,রজনী,,
theme,থিম,,
bliss,ব্লিশ,,
chamely,চামেলী,,
siem,সিএম,,
rofikul,রফিকুল,,
joyon,জয়ন,,
jhanjte,ঝাঁনজট,,
bosila,বসিলা,,
rice,রাইস,,
intezar,ইন্তেজার,,
mena,মেনা,,
arcona,অর্চণা,archona,
badal,বাদল,,
plate,প্লেট,,
sakila,সাকিলা,,
boroshat,বড়সাট,,
sakile,সাকিলে,,
honda,হোন্ডা,,
rupsa,রূপসা,,
makul,মাকুল,,
kahinoor,কোহিনূর,,
husna,হুস্না,,
srabon,শ্রাবন,,
husne,হুসনে,,
sosti,স্বস্তি,,
sohugh,সোহাগ,sohag,
kisorganj,কিশোরগঞ্জ,,
baghdadi,বাগদাদি,,
sromo,শ্রম,,
tomiz,তমিজ,,
adhunika,আধুনিক,,
zamila,জামিলা,,
optimise,অপটিমাইস,optimize,
nipobon,নীপবন,,
hilali,হিলালী,,
kallu,কাল্লু,,
asis,আসিস,,
nilachal,নীলাচল,,
mostaq,মোস্তাক,,
amjty,অ্যামিটি,amity,
tomij,তমিজ,,
shefat,শেফাত,,
mostak,মোস্তাক,,
gelary,গেলারি,,
bashar,বাশার,,
tafazzal,তাফাজ্জাল,,
adhor,অধর,,
shaokot,শওকত,,
modhumita,মধুমিতা,,
pada,পাড়া,,
etim,এতিম,,
caravan,ক্যারাভান,,
tasin,তাসিন,,
disaster,ডিসাস্টার,,
fair,ফেয়ার,,
saimon,সাইমন,,
job,জব,,
radium,রেডিয়াম,,
nilotpol,নীলোৎপল,,
sadhok,সাধক,,
bagan,বাগান,,
bese,বেসে,,
lagracia,ল্যাগ্রাসিয়া,,
mohila,মহিলা,,
pharmacitical,ফার্মাসিটিক্যাল,,
optimism,অপ্টিমিসম,,
pinos,পাইনস,,
erika,এরিকা,,
mitali,মিতালী,,
ayshaloy,আয়শালয়,,
lalita,লালিত,,
best,বেস্ট,,
lumina,লুমিনা,,
eudora,ইউডোরা,,
manson,ম্যানসন,,
kasemul,কাসিমুল,,
awwal,আউয়াল,aowal,
prothom,প্রথম,,
jubair,জুবাইর,,
rings,রিংস,,
jeson,জেসন,,
kaykobad,কায়কোবাদ,,
stamps,স্টাম্পস,,
foizul,ফয়জুল,,
papon,পাপন,,
lota,লতা,,
maysha,মাইশা,,
ommatul,উম্মাতুল,,
chayanoy,ছায়ানোয়,,
motlob,মতলব,,
invention,ইনভেনশন,,
motlof,মতলব,motlob,
transtec,ট্রান্সটেক,,
auror,অরোর,,
nobuat,নবুয়াত,,
greenlife,গ্রীনলাইফ,,
xandros,জেন্ড্রস,,
abanti,অবন্তি,,
motlop,মতলব,motlob,
rollex,রোলেক্স,,
munsor,মুনসুর,munsur,
medallion,মেডালিওন,,
smn,এসএমএন,,
atek,আতিক,atik,
shobdaloe,শব্দালয়,,
liyakat,লিয়াকত,,
sharmoni,সারমনি,,
planner,প্লানাার,,
vor,ভোর,,
priti,প্রীতি,,
country,কান্ট্রি,,
dento,ডেন্টো,,
pitu,পিটু,,
karabi,করবী,,
mahanagar,মহানগর,,
logic,লজিক,,
mobarak,মোবারাক,,
aredin,আরেদিন,,
login,লগইন,,
akhandda,আখান্দা,,
nagarbarta,নগরবার্তা,,
conion,কোনিওন,,
and,অ্যান্ড,,
nurullah,নুরুল্লাহ,,
ptotikkha,প্রতীক্ষা,protikkha,
vail,ভেইল,,
tareq,তারেক,,
dift,ডিফ্ট,,
uttar,উত্তর,,
sariful,শরিফুল,,
tarek,তারেক,,
uttam,উত্তম,,
jonini,জননী,janani,
raita,রাইট,,
owaki,ওয়াকি,,
tarem,তারিম,,
nasima,নাসিমা,,
nirupon,নিরুপন,,
tetulia,তেঁতুলিয়া,,
hadis,হাদিস,,
asgar,আসগার,,
esplanda,এস্প্ল্যান্ডা,,
pillars,পিলারস,,
cardboard,কার্ডবোর্ড,,
khalek,খালেক,,
motalib,মোতালিব,,
badruddin,বদরুদ্দীন,,
union,ইউনিয়ন,,
chini,চিনি,,
bitanbitan,বিতানবিতান,,
khaled,খালেদ,,
refregaration,রেফ্রিজারেশন,refrigeration,
huwaei,হুয়ায়েই,huawei,
khalea,খালেয়া,,
ekram,একরাম,,
angosova,অঙ্গশোভা,,
sattara,সাততাঁরা,,
stadium,স্টেডিয়াম,,
privilege,প্রিভিলেজ,,
mohammadiya,মোহাম্মদীয়া,,
madani,মাদানী,,
salimullah,সলিমুল্লাহ,,
khaleq,খালেক,,
saesta,শায়েস্তা,shayesta,
saidir,সাঈদীর,,
life,লাইফ,,
suah,সুওয়া,,
easterm,ঈস্টারম,,
homeland,হোমল্যান্ড,,
lifa,লিফা,,
eastern,ইস্টার্ন,,
moubon,মৌবন,,
moinul,মইনুল,,
shosto,সুস্থ,sustho,
naya,নয়া,noya,
telnet,টেলনেট,,
barmij,বার্মিজ,,
prashad,প্রাসাদ,,
lift,লিফ্ট,,
chile,চিলি,,
child,চাইল্ড,,
maxilofacial,ম্যাক্সিলোফেসিয়াল,,
chili,ছিলি,,
tusha,তুষা,,
cum,কুম,,
kisno,কৃষ্ণ,,
chill,চিল,,
commerce,কমার্স,,
ajmer,আজমের,,
sonargaonon,সোনারগাঁও,sonargaon,
chetara,সেতারা,setara,
betan,বিতান,bitan,
dehong,দেহং,,
noya,নয়া,,
manez,ম্যানেজ,,
duip,দুইপ,,
monishita,মনিষীতা,,
unnayon,উন্নয়ন,,
betar,বেতার,,
oman,ওমান,,
onondita,অনন্দিতা,,
polyvita,পলিভিটা,,
medicale,মেডিক্যালে,,
anicha,অনিচ্ছা,,
raunak,রুনাকে,,
biotech,বায়োটেক,,
majid,মজিদ,,
sikandar,সিকান্দার,,
siray,শিরায়,,
muthophones,মুঠোফোনস,,
diagonstics,ডায়াগনস্টিক,diagnostics,
majin,মাজিন,,
uday,উদয়,,
marju,মারজু,,
conditioned,কন্ডিশনড,,
aparna,অপর্ণা,,
majir,মাজির,,
minita,মিনিট,,
economics,ইকোনমিক্স,,
munsur,মুনসুর,,
conditioner,কন্ডিশনার,,
sidratul,সিদরাতুল,,
vumika,ভূমিকা,,
sells,সেলস,,
orbund,অরবান্দ,,
rajlokkhi,রাজলক্ষী,,
memorial,মেমোরিয়াল,,
dhl,ডিএইচএল,,
hona,হনা,,
ruchia,রুচিয়া,,
wonderstar,ওন্ডারস্টার,,
things,থিংস,,
dha,ডিএইচএ,,
